
Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
2006-01-31;19.078,15;860332757058;19.031,76;1416173002614;18.310,82;1309781232194;17.509,50;175456015797;19.095,41;1425333219914;18.300,57;506799590977
2006-02-01;19.128,18;865154404791;19.082,91;1421742487371;18.379,09;1313720170936;17.555,12;172368720638;19.151,97;1441860320585;18.350,80;506137394041
2006-02-02;19.145,29;865880761478;19.102,91;1424767235849;18.383,10;1316170759023;17.573,80;172553630464;19.164,92;1442204460606;18.358,19;508859427821
2006-02-03;19.160,42;870419254444;19.122,29;1427244631617;18.389,31;1316727835779;17.593,07;172743668362;19.184,89;1444144527475;18.369,63;509240151171
2006-02-04;19.160,42;870419254444;19.122,29;1427244631617;18.389,31;1316727835779;17.593,07;172743668362;19.184,89;1444144527475;18.369,63;509240151171
2006-02-05;19.160,42;870419254444;19.122,29;1427244631617;18.389,31;1316727835779;17.593,07;172743668362;19.184,89;1444144527475;18.369,63;509240151171
2006-02-06;19.079,62;866794229151;19.034,13;1422193385588;18.309,15;1310977748779;17.505,70;177965581200;19.103,01;1446382143842;18.286,22;506905862027
2006-02-07;18.955,60;861296307175;18.919,71;1415442635440;18.184,10;1302202115297;17.382,35;176728482885;18.958,33;1435458768130;18.162,40;503467194971
2006-02-08;19.037,00;866899292124;18.996,02;1422358132162;18.269,91;1307754891621;17.471,44;177630833086;19.056,37;1443301936859;18.259,23;506135231681
2006-02-09;18.999,24;865754438939;18.953,89;1419942810762;18.231,36;1309399460273;17.436,48;177273790116;19.024,37;1440741039811;18.219,32;505083907107
2006-02-10;18.912,37;864310833051;18.889,79;1416136176552;18.150,10;1303892797419;17.354,60;176455139222;18.925,59;1433062364166;18.133,33;502813300800
2006-02-11;18.912,37;864310833051;18.889,79;1416136176552;18.150,10;1303892797419;17.354,60;176455139222;18.925,59;1433062364166;18.133,33;502813300800
2006-02-12;18.912,37;864310833051;18.889,79;1416136176552;18.150,10;1303892797419;17.354,60;176455139222;18.925,59;1433062364166;18.133,33;502813300800
2006-02-13;18.978,73;867362493161;18.946,63;1421656196887;18.211,69;1308284847412;17.420,70;177127202171;18.989,96;1438000770843;18.204,38;504936527607
2006-02-14;19.016,22;869287089090;18.985,04;1425595118902;18.247,55;1310835234775;17.457,79;177513574010;19.031,20;1441072845712;18.238,41;509365902659
2006-02-15;18.915,68;879396018548;18.882,63;1423524388831;18.150,89;1305199620162;17.357,48;172332209773;18.921,69;1441282968600;18.119,78;509158690172
2006-02-16;18.917,68;879702344984;18.899,75;1428972821719;18.150,77;1309945302385;17.362,48;178091892362;18.928,13;1441800743251;18.139,03;510157399391
2006-02-17;18.900,33;881071556005;18.880,85;1429570251813;18.136,35;1313418778815;17.345,49;177916066316;18.913,40;1440686561936;18.121,98;509778158735
2006-02-18;18.900,33;881071556005;18.880,85;1429570251813;18.136,35;1313418778815;17.345,49;177916066316;18.913,40;1440686561936;18.121,98;509778158735
2006-02-19;18.900,33;881071556005;18.880,85;1429570251813;18.136,35;1313418778815;17.345,49;177916066316;18.913,40;1440686561936;18.121,98;509778158735
2006-02-20;18.919,79;883650483494;18.901,81;1432452042365;18.153,77;1314640116308;17.362,72;178363062759;18.938,74;1454391109193;18.150,54;510706006026
2006-02-21;18.985,46;886948145706;18.952,32;1437327444133;18.220,08;1319482935833;17.428,83;179098412163;19.012,37;1460609592188;18.210,83;512393446688
2006-02-22;18.969,76;888467656494;18.942,57;1437880222197;18.199,61;1319005193557;17.402,90;178830398385;18.988,61;1460609950693;18.183,59;511699186850
2006-02-23;19.030,25;892316968144;18.992,79;1442456683439;18.256,28;1328671254433;17.465,42;179526142387;19.049,92;1465581508856;18.248,74;513523525471
2006-02-24;19.063,74;895709061775;19.033,44;1447330371248;18.291,75;1332199092482;17.496,11;179946986117;19.086,07;1468445177695;18.278,46;514865089511
2006-02-25;19.063,74;895709061775;19.033,44;1447330371248;18.291,75;1332199092482;17.496,11;179946986117;19.086,07;1468445177695;18.278,46;514865089511
2006-02-26;19.063,74;895709061775;19.033,44;1447330371248;18.291,75;1332199092482;17.496,11;179946986117;19.086,07;1468445177695;18.278,46;514865089511
2006-02-27;19.126,38;898655803399;19.088,95;1452413951935;18.361,50;1337642734632;17.554,65;180690416899;19.154,61;1475106252414;18.337,75;516837134849
2006-02-28;19.203,37;904590026486;19.170,10;1458138741824;18.440,60;1343161370897;17.625,80;181482735873;19.232,78;1481603584131;18.419,66;519314099533
2006-03-01;19.306,45;915318481183;19.273,27;1466948319059;18.556,17;1355098519743;17.729,62;180256752076;19.346,96;1498547164352;18.533,42;522246592279
2006-03-02;19.178,70;909431700176;19.150,90;1459955019607;18.431,12;1345864055594;17.600,22;183744049778;19.199,22;1486375608650;18.399,88;522168498645
2006-03-03;19.247,11;914215224202;19.218,65;1467091592761;18.497,53;1350358645417;17.668,59;184457874434;19.272,01;1492161061166;18.468,92;524104683143
2006-03-04;19.247,11;914215224202;19.218,65;1467091592761;18.497,53;1350358645417;17.668,59;184457874434;19.272,01;1492161061166;18.468,92;524104683143
2006-03-05;19.247,11;914215224202;19.218,65;1467091592761;18.497,53;1350358645417;17.668,59;184457874434;19.272,01;1492161061166;18.468,92;524104683143
2006-03-06;19.285,99;916055738395;19.260,30;1471095506238;18.532,24;1353303460436;17.699,87;184810091120;19.307,11;1505745032033;18.505,31;525123433625
2006-03-07;19.296,63;916552745906;19.262,77;1472150510193;18.537,11;1353636268908;17.700,78;186423236957;19.310,44;1505823764950;18.496,44;524860051614
2006-03-08;19.260,73;917039690711;19.225,04;1470198630571;18.488,31;1349861806215;17.674,46;186143806182;19.272,39;1502897237626;18.469,12;524146466870
2006-03-09;19.136,96;911246461711;19.107,52;1462211999471;18.358,33;1345916540018;17.556,25;184896006580;19.131,30;1491613321955;18.346,84;520666307755
2006-03-10;18.935,82;903064616219;18.915,10;1447945286631;18.177,92;1332840520297;17.369,38;182926286721;18.925,60;1475515757894;18.142,22;514888463332
2006-03-11;18.935,82;903064616219;18.915,10;1447945286631;18.177,92;1332840520297;17.369,38;182926286721;18.925,60;1475515757894;18.142,22;514888463332
2006-03-12;18.935,82;903064616219;18.915,10;1447945286631;18.177,92;1332840520297;17.369,38;182926286721;18.925,60;1475515757894;18.142,22;514888463332
2006-03-13;18.949,00;903706106961;18.927,89;1449597725191;18.185,13;1333384952146;17.387,39;183114225941;18.941,58;1476686803277;18.167,17;515654161843
2006-03-14;19.026,42;908050582222;18.995,83;1456405173209;18.270,79;1340822657790;17.471,81;184011628914;19.034,50;1484734124157;18.241,64;518019575402
2006-03-15;19.129,94;924430519629;19.094,71;1468687833217;18.379,06;1348240676805;17.571,64;182142560605;19.138,28;1502981805657;18.354,58;525915162763
2006-03-16;19.184,88;927098898929;19.150,65;1476332416734;18.436,79;1359550277952;17.617,40;187157625856;19.191,77;1507311767102;18.399,32;527318336457
2006-03-17;19.309,49;937083414038;19.279,36;1488624693080;18.550,82;1372366826688;17.730,23;188624211341;19.312,03;1516663666362;18.527,28;531009068460
2006-03-18;19.309,49;937083414038;19.279,36;1488624693080;18.550,82;1372366826688;17.730,23;188624211341;19.312,03;1516663666362;18.527,28;531009068460
2006-03-19;19.309,49;937083414038;19.279,36;1488624693080;18.550,82;1372366826688;17.730,23;188624211341;19.312,03;1516663666362;18.527,28;531009068460
2006-03-20;19.374,19;940243791063;19.328,63;1495151640187;18.625,47;1377362415119;17.789,11;189250081757;19.377,83;1535857770161;18.583,71;532699243831
2006-03-21;19.464,48;945378194278;19.419,28;1503412755216;18.704,61;1383205427580;17.865,75;190267230810;19.468,19;1543433290672;18.667,58;540260332223
2006-03-22;19.492,74;950320060139;19.452,68;1506823181645;18.727,03;1385720910893;17.894,50;190552542735;19.496,35;1545638488079;18.692,19;541166113168
2006-03-23;19.400,83;945871455750;19.370,07;1501884901893;18.640,45;1387285420818;17.817,17;189727420046;19.401,70;1538587216712;18.608,53;538996304807
2006-03-24;19.345,26;946445355052;19.319,18;1499109363049;18.581,60;1384016989860;17.766,52;189230031223;19.352,19;1536461889285;18.549,98;537913372941
2006-03-25;19.345,26;946445355052;19.319,18;1499109363049;18.581,60;1384016989860;17.766,52;189230031223;19.352,19;1536461889285;18.549,98;537913372941
2006-03-26;19.345,26;946445355052;19.319,18;1499109363049;18.581,60;1384016989860;17.766,52;189230031223;19.352,19;1536461889285;18.549,98;537913372941
2006-03-27;19.417,92;949945725558;19.375,77;1504950459444;18.647,38;1388819127195;17.829,64;190031514747;19.425,96;1542557998408;18.619,91;540434125417
2006-03-28;19.472,21;952665246263;19.428,37;1509685918794;18.697,81;1392525455887;17.872,18;190550757806;19.476,04;1547040011492;18.668,25;542007464383
2006-03-29;19.460,49;955358099812;19.418,66;1509559593986;18.684,36;1392356672163;17.863,34;190493018732;19.468,78;1549311487631;18.660,93;541936933005
2006-03-30;19.382,70;952940416674;19.341,01;1504001649753;18.619,03;1397485900748;17.793,99;189789334998;19.382,15;1543954777327;18.583,31;539908999398
2006-03-31;19.462,52;958086538760;19.406,29;1508110828385;18.699,63;1402843399529;17.873,76;190392697260;19.465,22;1550595151255;18.660,86;541908371931
2006-04-01;19.462,52;958086538760;19.406,29;1508110828385;18.699,63;1402843399529;17.873,76;190392697260;19.465,22;1550595151255;18.660,86;541908371931
2006-04-02;19.462,52;958086538760;19.406,29;1508110828385;18.699,63;1402843399529;17.873,76;190392697260;19.465,22;1550595151255;18.660,86;541908371931
2006-04-03;19.492,07;964436717888;19.436,61;1512883770123;18.725,56;1407975080497;17.899,75;187494762486;19.497,66;1587665644225;18.684,63;539746103461
2006-04-04;19.544,46;967190989068;19.476,98;1520825635134;18.776,26;1411863765992;17.945,65;194561392425;19.558,82;1592675470841;18.731,72;546735624423
2006-04-05;19.634,75;973838420753;19.568,24;1530717437353;18.851,94;1416979230959;18.028,63;195477999808;19.643,43;1599548178839;18.816,23;549276205558
2006-04-06;19.708,03;977275549887;19.637,01;1537901969775;18.918,42;1430887503773;18.083,96;196074164054;19.711,50;1605036277590;18.874,11;551128909450
2006-04-07;19.744,35;981846108155;19.660,99;1540765528048;18.936,03;1432313510158;18.108,09;199099403522;19.752,48;1608453529760;18.902,56;551916263638
2006-04-08;19.744,35;981846108155;19.660,99;1540765528048;18.936,03;1432313510158;18.108,09;199099403522;19.752,48;1608453529760;18.902,56;551916263638
2006-04-09;19.744,35;981846108155;19.660,99;1540765528048;18.936,03;1432313510158;18.108,09;199099403522;19.752,48;1608453529760;18.902,56;551916263638
2006-04-10;19.775,64;983356414045;19.687,20;1544081732031;18.958,62;1433818648945;18.132,17;199370202708;19.789,40;1611316139882;18.931,21;552760581295
2006-04-11;19.712,61;980374452245;19.629,15;1541449046610;18.897,30;1429370822652;18.075,41;198713016472;19.724,66;1605964536829;18.872,84;551043199637
2006-04-12;19.675,73;981124336376;19.592,06;1540468093838;18.850,48;1425217443421;18.044,94;198376972664;19.688,32;1603704610131;18.837,01;549937974480
2006-04-13;19.547,77;977914137847;19.457,67;1532294224961;18.735,86;1427151254892;17.935,46;197173245411;19.560,26;1593155492151;18.706,90;546160232449
2006-04-14;19.547,77;977914137847;19.457,67;1532294224961;18.735,86;1427151254892;17.935,46;197173245411;19.560,26;1593155492151;18.706,90;546160232449
2006-04-15;19.547,77;977914137847;19.457,67;1532294224961;18.735,86;1427151254892;17.935,46;197173245411;19.560,26;1593155492151;18.706,90;546160232449
2006-04-16;19.547,77;977914137847;19.457,67;1532294224961;18.735,86;1427151254892;17.935,46;197173245411;19.560,26;1593155492151;18.706,90;546160232449
2006-04-17;19.561,65;994996689038;19.476,52;1538791503904;18.741,66;1442557831552;17.938,35;192396165296;19.565,97;1630606624079;18.719,02;551103961596
2006-04-18;19.591,34;996664639533;19.505,65;1542085999135;18.767,31;1444510920489;17.971,30;200005114483;19.589,82;1633119149705;18.749,93;559860086663
2006-04-19;19.672,49;1004494237648;19.561,59;1547586483773;18.850,51;1451391902453;18.039,65;200769218999;19.672,75;1640049403750;18.821,00;561973489219
2006-04-20;19.882,85;1015811953251;19.789,08;1568067548726;19.048,42;1475785368561;18.231,02;203107226725;19.887,85;1657942729279;19.027,12;568062938659
2006-04-21;20.019,32;1024404285616;19.927,20;1581461928142;19.179,13;1486157492204;18.345,31;204675324803;20.026,33;1671503288949;19.159,38;572125594823
2006-04-22;20.019,32;1024404285616;19.927,20;1581461928142;19.179,13;1486157492204;18.345,31;204675324803;20.026,33;1671503288949;19.159,38;572125594823
2006-04-23;20.019,32;1024404285616;19.927,20;1581461928142;19.179,13;1486157492204;18.345,31;204675324803;20.026,33;1671503288949;19.159,38;572125594823
2006-04-24;20.073,70;1027184669051;19.972,41;1588006155884;19.233,47;1490293806114;18.393,06;205216899104;20.072,07;1675718922447;19.206,52;573794208040
2006-04-25;20.129,72;1030884985070;20.022,14;1594007926679;19.291,79;1495655528868;18.444,38;205783994544;20.121,42;1680713480928;19.273,66;575737944004
2006-04-26;20.110,97;1032938437305;20.011,69;1594020924771;19.270,87;1493944928904;18.423,21;205540638341;20.102,75;1682956655901;19.248,18;575615082644
2006-04-27;20.124,81;1034306378535;20.020,15;1595396344087;19.277,09;1506666899431;18.425,87;205785690865;20.112,93;1685320963886;19.252,42;576697068262
2006-04-28;20.208,29;1040272463978;20.104,51;1601408160136;19.349,05;1509041192022;18.499,36;206744158321;20.194,11;1692164144214;19.339,60;579443751680
2006-04-29;20.208,29;1040272463978;20.104,51;1601408160136;19.349,05;1509041192022;18.499,36;206744158321;20.194,12;1692164144214;19.339,60;579443751680
2006-04-30;20.208,29;1040272463978;20.104,51;1601408160136;19.349,05;1509041192022;18.499,36;206744158321;20.194,12;1692164144214;19.339,60;579443751680
2006-05-01;20.208,29;1040272463978;20.104,51;1601408160136;19.349,05;1509041192022;18.499,36;206744158321;20.194,12;1692164144214;19.339,60;579443751680
2006-05-02;20.125,45;1042051294751;20.038,77;1596354239319;19.274,11;1504529359873;18.442,32;203085805288;20.104,82;1720690342074;19.269,25;576945994334
2006-05-03;20.202,83;1050022395623;20.097,45;1605907985566;19.336,86;1509475223875;18.502,66;207041027184;20.185,27;1727093087100;19.330,69;584620625079
2006-05-04;20.310,37;1055290288417;20.220,39;1619327399355;19.428,35;1527746625986;18.595,82;208601938908;20.294,19;1736768947512;19.442,91;588416485214
2006-05-05;20.344,02;1060684609221;20.246,38;1623048172157;19.473,83;1531279102817;18.635,76;212658872889;20.334,72;1740303627104;19.479,18;589643429717
2006-05-06;20.344,02;1060684609221;20.246,38;1623048172157;19.473,83;1531279102817;18.635,76;212658872889;20.334,72;1740303627104;19.479,18;589643429717
2006-05-07;20.344,02;1060684609221;20.246,38;1623048172157;19.473,83;1531279102817;18.635,76;212658872889;20.334,72;1740303627104;19.479,18;589643429717
2006-05-08;20.409,66;1064129368063;20.310,43;1628918262608;19.539,20;1536750443612;18.696,97;213354166581;20.402,28;1746006959782;19.548,07;591733575245
2006-05-09;20.538,22;1071421831109;20.444,37;1641541348815;19.659,84;1546278942566;18.810,88;214655606218;20.531,90;1757277050729;19.674,10;595726458071
2006-05-10;20.673,52;1080503161858;20.567,60;1653649678091;19.797,92;1557010488622;18.927,43;215993290692;20.673,93;1769148683615;19.818,99;600113427652
2006-05-11;20.657,21;1079958455423;20.564,37;1655122062109;19.780,42;1563589255022;18.914,53;215843370023;20.655,45;1767822756232;19.804,63;599638414711
2006-05-12;20.627,74;1080990149753;20.533,96;1655156988321;19.745,94;1560329361518;18.883,30;215485713192;20.620,68;1765829327712;19.768,86;598532725514
2006-05-13;20.627,74;1080990149753;20.533,96;1655156988321;19.745,94;1560329361518;18.883,30;215485713192;20.620,68;1765829327712;19.768,86;598532725514
2006-05-14;20.627,74;1080990149753;20.533,96;1655156988321;19.745,94;1560329361518;18.883,30;215485713192;20.620,68;1765829327712;19.768,86;598532725514
2006-05-15;20.524,21;1088541562040;20.431,20;1656269654257;19.636,86;1561085469282;18.786,83;209534427453;20.508,78;1792747705099;19.661,85;601536014077
2006-05-16;20.365,16;1083301518704;20.258,48;1645816745874;19.500,90;1550226565670;18.632,00;211215405633;20.356,34;1779695408699;19.488,91;606633704147
2006-05-17;20.013,08;1068705493950;19.925,13;1622060757181;19.154,17;1524735460237;18.325,70;208043939634;19.985,23;1747322204090;19.177,31;596980147691
2006-05-18;19.995,62;1067597402070;19.916,10;1624434249224;19.129,39;1535512549104;18.296,44;207921988864;19.974,33;1746739653676;19.146,49;596113816924
2006-05-19;19.853,99;1064282618321;19.773,89;1615514379224;19.003,31;1526889769379;18.179,41;206580835601;19.847,25;1735526923519;19.008,85;591776703747
2006-05-20;19.853,99;1064282618321;19.773,89;1615514379224;19.003,31;1526889769379;18.179,41;206580835601;19.847,25;1735526923519;19.008,85;591776703747
2006-05-21;19.853,99;1064282618321;19.773,89;1615514379224;19.003,31;1526889769379;18.179,41;206580835601;19.847,25;1735526923519;19.008,85;591776703747
2006-05-22;19.601,34;1050738184933;19.530,86;1598289947723;18.766,10;1507734964881;17.948,41;203964474662;19.587,04;1712721548503;18.780,21;585719397677
2006-05-23;19.547,89;1047963482832;19.488,06;1597769553188;18.711,97;1503285065587;17.900,77;203431263508;19.523,07;1710174934550;18.749,82;584710163659
2006-05-24;19.235,36;1035193005654;19.177,89;1574227696673;18.459,93;1482969142305;17.631,03;200375100419;19.226,10;1685825019998;18.447,38;575315869767
2006-05-25;19.258,23;1037082440817;19.200,30;1576638911732;18.428,20;1481748071444;17.648,74;200628888926;19.239,09;1688287939264;18.469,45;575999549987
2006-05-26;19.148,52;1033125065825;19.104,35;1570685332327;18.338,58;1480954869007;17.555,13;199683068484;19.134,95;1679304932210;18.366,54;572776774144
2006-05-27;19.148,52;1033125065825;19.104,35;1570685332327;18.338,58;1480954869007;17.555,13;199683068484;19.134,95;1679304932210;18.366,54;572776774144
2006-05-28;19.148,52;1033125065825;19.104,35;1570685332327;18.338,58;1480954869007;17.555,13;199683068484;19.134,95;1679304932210;18.366,54;572776774144
2006-05-29;19.205,37;1036209525541;19.158,65;1575791220322;18.394,59;1486293385427;17.621,41;200497215479;19.207,40;1710180590635;18.420,20;575444906508
2006-05-30;19.431,17;1048813674070;19.373,80;1594239573274;18.622,23;1506591168593;17.816,67;202753519928;19.414,43;1728632178440;18.652,67;583045941105
2006-05-31;19.510,28;1051672267166;19.449,68;1599679158780;18.695,03;1510559673777;17.886,29;203556252583;19.500,84;1737721037333;18.728,35;585075982180
2006-06-01;19.301,95;1045969792460;19.236,29;1587620919972;18.492,50;1497798041267;17.683,42;196627800947;19.290,19;1735056088798;18.502,19;577727214945
2006-06-02;19.290,92;1044297981958;19.233,33;1589811266856;18.469,93;1495950073316;17.686,62;201338444579;19.286,33;1734666479636;18.506,54;578018367524
2006-06-03;19.290,92;1044297981958;19.233,33;1589811266856;18.469,93;1495950073316;17.686,62;201338444579;19.286,33;1734666479636;18.506,54;578018367524
2006-06-04;19.290,92;1044297981958;19.233,33;1589811266856;18.469,93;1495950073316;17.686,62;201338444579;19.286,33;1734666479636;18.506,54;578018367524
2006-06-05;19.385,62;1049225220478;19.337,39;1598186412465;18.571,96;1504012554614;17.775,21;202345578452;19.385,75;1743035209100;18.594,88;580794682023
2006-06-06;19.516,63;1056503879963;19.457,82;1608505143418;18.704,25;1514788655000;17.891,06;203671326175;19.521,06;1754724748786;18.729,72;587225595805
2006-06-07;19.418,79;1052210301367;19.359,01;1600851592923;18.608,20;1507194496992;17.792,93;202565204769;19.402,38;1744742205333;18.629,56;584094079492
2006-06-08;19.215,77;1041039117908;19.178,08;1585396359872;18.411,01;1494153086929;17.607,16;200451514086;19.202,88;1726642147261;18.440,75;578256727533
2006-06-09;18.981,62;1028518570314;18.948,76;1566197872354;18.166,91;1474700537814;17.398,80;201269181056;18.957,84;1704407880290;18.220,31;571361009109
2006-06-10;18.981,62;1028518570314;18.948,76;1566197872354;18.166,91;1474700537814;17.398,80;201269181056;18.957,84;1704407880290;18.220,31;571361009109
2006-06-11;18.981,62;1028518570314;18.948,76;1566197872354;18.166,91;1474700537814;17.398,80;201269181056;18.957,84;1704407880290;18.220,31;571361009109
2006-06-12;18.981,62;1028518570314;18.948,76;1566197872354;18.166,91;1474700537814;17.398,80;201269181056;18.957,84;1704407880290;18.220,31;571361009109
2006-06-13;18.750,48;1015984039743;18.721,22;1547885913598;17.959,37;1457373037195;17.197,15;198927048086;18.742,21;1694926065432;17.979,60;563868517086
2006-06-14;18.524,53;1002426935378;18.486,66;1529807687823;17.745,13;1439525326117;17.005,68;196726512719;18.531,91;1675839068239;17.787,07;557585021321
2006-06-15;18.184,01;996489185553;18.157,36;1509249511322;17.417,13;1417083365077;16.695,27;185483338570;18.195,42;1662365180517;17.448,01;557899806675
2006-06-16;18.246,72;999360215262;18.215,39;1515903669590;17.474,37;1422901234532;16.766,00;189981620784;18.260,96;1668317982806;17.511,85;559994959145
2006-06-17;18.246,72;999360215262;18.215,39;1515903669590;17.474,37;1422901234532;16.766,00;189981620784;18.260,96;1668317982806;17.511,85;559994959145
2006-06-18;18.246,72;999360215262;18.215,39;1515903669590;17.474,37;1422901234532;16.766,00;189981620784;18.260,96;1668317982806;17.511,85;559994959145
2006-06-19;18.588,72;1020253136046;18.553,88;1544099602881;17.787,85;1452296536965;17.084,56;193598530283;18.604,22;1699697000537;17.838,46;570432163863
2006-06-20;18.687,59;1025703026957;18.653,87;1552464664835;17.904,14;1461757953060;17.159,82;194933530814;18.702,57;1708738733162;17.938,58;573655696475
2006-06-21;18.657,29;1025330998949;18.619,87;1550007246128;17.863,74;1458298950859;17.131,39;194689446815;18.663,14;1707008231204;17.909,97;572778748199
2006-06-22;18.635,33;1024302579498;18.602,00;1549494968308;17.834,41;1451814116877;17.106,61;194406026465;18.631,10;1707620079860;17.887,15;572993578833
2006-06-23;18.735,00;1028666298869;18.715,83;1556908513953;17.916,05;1458679746730;17.203,87;195521237722;18.742,72;1718402196227;17.985,46;576135391645
2006-06-24;18.735,00;1028666298869;18.715,83;1556908513953;17.916,05;1458679746730;17.203,87;195521237722;18.742,72;1718402196227;17.985,46;576135391645
2006-06-25;18.735,00;1028666298869;18.715,83;1556908513953;17.916,05;1458679746730;17.203,87;195521237722;18.742,72;1718402196227;17.985,46;576135391645
2006-06-26;18.735,00;1028666298869;18.715,83;1556908513953;17.916,05;1458679746730;17.203,87;195521237722;18.742,72;1718402196227;17.985,46;576135391645
2006-06-27;18.776,92;1031605145292;18.748,09;1557924658902;17.955,71;1462489064751;17.237,93;195935875450;18.784,09;1724846194534;18.037,82;578010859259
2006-06-28;18.811,16;1032263210549;18.781,86;1561070832482;17.991,55;1465424151867;17.267,40;196337554885;18.815,70;1728696424183;18.065,35;578879350905
2006-06-29;18.781,95;1030649045998;18.735,82;1557827809792;17.958,82;1462136952538;17.241,88;196112526114;18.783,30;1725687388761;18.038,04;578437420750
2006-06-30;18.881,97;1035676377729;18.831,59;1565943333739;18.067,26;1470575668060;17.344,10;197072828623;18.888,23;1736721188829;18.128,45;581318980308
2006-07-01;18.881,97;1035676377729;18.831,59;1565943333739;18.067,26;1470575668060;17.344,10;197072828623;18.888,23;1736721188829;18.128,45;581318980308
2006-07-02;18.881,97;1035676377729;18.831,59;1565943333739;18.067,26;1470575668060;17.344,10;197072828623;18.888,23;1736721188829;18.128,45;581318980308
2006-07-03;19.155,04;1051626345267;19.090,38;1591813465017;18.323,07;1490229488569;17.605,62;196119363825;19.165,87;1773424573756;18.387,65;586613908564
2006-07-04;19.297,40;1059462365952;19.216,26;1600222937065;18.480,50;1503059452148;17.731,02;201223713613;19.309,29;1785793772712;18.540,13;591468776001
2006-07-05;19.440,76;1067686141676;19.353,53;1611237723241;18.619,42;1514296137946;17.868,94;202815819191;19.460,41;1799742051929;18.673,23;595838867467
2006-07-06;19.469,30;1069259441265;19.457,31;1620461849799;18.640,92;1518360985274;17.892,97;203083421620;19.481,51;1801478340679;18.704,59;597661236184
2006-07-07;19.337,29;1064769002647;19.317,74;1609097590857;18.520,80;1508930549036;17.760,00;201783729587;19.339,94;1788529952661;18.566,24;593540932852
2006-07-08;19.337,29;1064769002647;19.317,74;1609097590857;18.520,80;1508930549036;17.760,00;201783729587;19.339,94;1788529952661;18.566,24;593540932852
2006-07-09;19.337,29;1064769002647;19.317,74;1609097590857;18.520,80;1508930549036;17.760,00;201783729587;19.339,94;1788529952661;18.566,24;593540932852
2006-07-10;19.365,10;1066314058133;19.332,97;1610932284257;18.535,71;1509787576226;17.790,13;202130412682;19.361,26;1793241823780;18.596,05;594533891491
2006-07-11;19.365,17;1066376922541;19.335,98;1612082373712;18.551,29;1511371261279;17.783,77;202046338136;19.362,57;1793313228238;18.586,75;594220878826
2006-07-12;19.392,88;1070060317643;19.365,94;1616304191368;18.576,71;1513427916271;17.816,10;202441552923;19.398,41;1796473669863;18.627,31;595503279780
2006-07-13;19.349,59;1070019933210;19.349,71;1618093293836;18.541,21;1513323365184;17.766,56;202035868077;19.353,08;1793031203697;18.578,01;594073638571
2006-07-14;19.285,72;1069673308174;19.273,36;1613310162815;18.468,43;1507196109197;17.722,83;201560889486;19.295,49;1787645700981;18.510,19;591910114324
2006-07-15;19.285,72;1069673308174;19.273,36;1613310162815;18.468,43;1507196109197;17.722,83;201560889486;19.295,49;1787645700981;18.510,19;591910114324
2006-07-16;19.285,72;1069673308174;19.273,36;1613310162815;18.468,43;1507196109197;17.722,83;201560889486;19.295,49;1787645700981;18.510,19;591910114324
2006-07-17;19.087,48;1063947336801;19.070,53;1600587514714;18.276,11;1497730674276;17.499,06;192956470473;19.078,35;1773577886404;18.326,55;593414777790
2006-07-18;18.946,71;1056487248403;18.949,03;1591799518924;18.135,97;1487657416441;17.365,44;194538168113;18.940,13;1760625407188;18.176,20;591022261262
2006-07-19;18.822,08;1051163809126;18.815,38;1582555564663;18.007,52;1476988346166;17.246,63;193262428889;18.814,87;1748741329273;18.051,16;586923538143
2006-07-20;18.823,95;1051147296435;18.793,91;1581743390012;17.993,85;1477758656775;17.245,34;193247082504;18.808,63;1748026187512;18.060,68;587018458221
2006-07-21;18.975,00;1059992234876;18.951,95;1594931415857;18.149,36;1490507655979;17.398,87;194968446398;18.972,34;1763563747062;18.205,22;591874159959
2006-07-22;18.975,00;1059992234876;18.951,95;1594931415857;18.149,36;1490507655979;17.398,87;194968446398;18.972,34;1763563747062;18.205,22;591874159959
2006-07-23;18.975,00;1059992234876;18.951,95;1594931415857;18.149,36;1490507655979;17.398,87;194968446398;18.972,34;1763563747062;18.205,22;591874159959
2006-07-24;19.093,97;1066694161420;19.065,59;1604989580161;18.269,25;1500664019201;17.516,95;196290227058;19.076,09;1784553413726;18.326,11;596556320979
2006-07-25;19.016,05;1062787683132;18.987,39;1598927854526;18.204,36;1496114713649;17.432,81;195350208215;18.993,83;1778283083341;18.249,89;595315989679
2006-07-26;19.129,57;1068731353670;19.110,27;1608952412570;18.309,35;1504714132066;17.536,14;196544429367;19.110,28;1789179920530;18.372,31;599602081778
2006-07-27;19.256,91;1076368575269;19.233,12;1619649989065;18.432,80;1514847726013;17.669,29;198089663229;19.234,58;1802410001054;18.491,47;603655003426
2006-07-28;19.320,11;1079731383919;19.302,86;1626399109170;18.499,84;1520734733919;17.711,82;198571808371;19.296,26;1808539043612;18.549,95;605659030950
2006-07-29;19.320,11;1079731383919;19.302,86;1626399109170;18.499,84;1520734733919;17.711,82;198571808371;19.296,26;1808539043612;18.549,95;605659030950
2006-07-30;19.320,11;1079731383919;19.302,86;1626399109170;18.499,84;1520734733919;17.711,82;198571808371;19.296,26;1808539043612;18.549,95;605659030950
2006-07-31;19.433,74;1084330390192;19.399,47;1634186136587;18.594,95;1526582492911;17.829,34;199832327681;19.407,79;1820482070587;18.656,22;608958455382
